,sales,date,region
11566,1797.0,2019-03-26,east
11567,1557.0,2019-03-26,west
11592,1668.0,2019-03-27,north
11593,1575.0,2019-03-27,south
11594,1608.0,2019-03-27,east
11595,1527.0,2019-03-27,west
11620,1518.0,2019-03-28,north
11621,1509.0,2019-03-28,south
11622,1767.0,2019-03-28,east
11623,1557.0,2019-03-28,west
11648,1605.0,2019-03-29,north
11649,1686.0,2019-03-29,south
11650,1656.0,2019-03-29,east
11651,1653.0,2019-03-29,west
11676,1722.0,2019-03-30,north
11677,1593.0,2019-03-30,south
11678,1557.0,2019-03-30,east
11679,1710.0,2019-03-30,west
11704,1785.0,2019-03-31,north
11705,1710.0,2019-03-31,south
11706,1653.0,2019-03-31,east
11707,1572.0,2019-03-31,west
11732,1512.0,2019-04-01,north
11733,1794.0,2019-04-01,south
11734,1569.0,2019-04-01,east
11735,1608.0,2019-04-01,west
11760,1623.0,2019-04-02,north
11761,1791.0,2019-04-02,south
11762,1785.0,2019-04-02,east
11763,1629.0,2019-04-02,west
11788,1539.0,2019-04-03,north
11789,1626.0,2019-04-03,south
11790,1695.0,2019-04-03,east
11791,1518.0,2019-04-03,west
11816,1530.0,2019-04-04,north
11817,1683.0,2019-04-04,south
11818,1662.0,2019-04-04,east
11819,1632.0,2019-04-04,west
11844,1614.0,2019-04-05,north
11845,1605.0,2019-04-05,south
11846,1662.0,2019-04-05,east
11847,1713.0,2019-04-05,west
11872,1749.0,2019-04-06,north
11873,1713.0,2019-04-06,south
11874,1716.0,2019-04-06,east
11875,1557.0,2019-04-06,west
11900,1605.0,2019-04-07,north
11901,1635.0,2019-04-07,south
11902,1518.0,2019-04-07,east
11903,1632.0,2019-04-07,west
11928,1713.0,2019-04-08,north
11929,1779.0,2019-04-08,south
11930,1743.0,2019-04-08,east
11931,1575.0,2019-04-08,west
11956,1728.0,2019-04-09,north
11957,1719.0,2019-04-09,south
11958,1755.0,2019-04-09,east
11959,1617.0,2019-04-09,west
11984,1542.0,2019-04-10,north
11985,1626.0,2019-04-10,south
11986,1509.0,2019-04-10,east
11987,1638.0,2019-04-10,west
12012,1581.0,2019-04-11,north
12013,1680.0,2019-04-11,south
12014,1569.0,2019-04-11,east
12015,1635.0,2019-04-11,west
12040,1539.0,2019-04-12,north
12041,1587.0,2019-04-12,south
12042,1593.0,2019-04-12,east
12043,1581.0,2019-04-12,west
12068,1515.0,2019-04-13,north
12069,1611.0,2019-04-13,south
12070,1644.0,2019-04-13,east
12071,1794.0,2019-04-13,west
12096,1500.0,2019-04-14,north
12097,1737.0,2019-04-14,south
12098,1722.0,2019-04-14,east
12099,1764.0,2019-04-14,west
12124,1530.0,2019-04-15,north
12125,1602.0,2019-04-15,south
12126,1524.0,2019-04-15,east
12127,1770.0,2019-04-15,west
12152,1596.0,2019-04-16,north
12153,1668.0,2019-04-16,south
12154,1584.0,2019-04-16,east
12155,1713.0,2019-04-16,west
12180,1569.0,2019-04-17,north
12181,1686.0,2019-04-17,south
12182,1647.0,2019-04-17,east
12183,1509.0,2019-04-17,west
12208,1590.0,2019-04-18,north
12209,1650.0,2019-04-18,south
12210,1557.0,2019-04-18,east
12211,1575.0,2019-04-18,west
12236,1773.0,2019-04-19,north
12237,1629.0,2019-04-19,south
12238,1524.0,2019-04-19,east
12239,1512.0,2019-04-19,west
12264,1521.0,2019-04-20,north
12265,1653.0,2019-04-20,south
12266,1584.0,2019-04-20,east
12267,1713.0,2019-04-20,west
12292,1683.0,2019-04-21,north
12293,1749.0,2019-04-21,south
12294,1545.0,2019-04-21,east
12295,1629.0,2019-04-21,west
12320,1533.0,2019-04-22,north
12321,1587.0,2019-04-22,south
12322,1671.0,2019-04-22,east
12323,1650.0,2019-04-22,west
12348,1668.0,2019-04-23,north
12349,1674.0,2019-04-23,south
12350,1728.0,2019-04-23,east
12351,1518.0,2019-04-23,west
12376,1554.0,2019-04-24,north
12377,1719.0,2019-04-24,south
12378,1746.0,2019-04-24,east
12379,1665.0,2019-04-24,west
12404,1503.0,2019-04-25,north
12405,1692.0,2019-04-25,south
12406,1725.0,2019-04-25,east
12407,1764.0,2019-04-25,west
12432,1710.0,2019-04-26,north
12433,1635.0,2019-04-26,south
12434,1764.0,2019-04-26,east
12435,1758.0,2019-04-26,west
12460,1740.0,2019-04-27,north
12461,1776.0,2019-04-27,south
12462,1740.0,2019-04-27,east
12463,1620.0,2019-04-27,west
12488,1566.0,2019-04-28,north
12489,1704.0,2019-04-28,south
12490,1578.0,2019-04-28,east
12491,1503.0,2019-04-28,west
12516,1602.0,2019-04-29,north
12517,1791.0,2019-04-29,south
12518,1752.0,2019-04-29,east
12519,1800.0,2019-04-29,west
12544,1719.0,2019-04-30,north
12545,1767.0,2019-04-30,south
12546,1500.0,2019-04-30,east
12547,1623.0,2019-04-30,west
12572,1665.0,2019-05-01,north
12573,1800.0,2019-05-01,south
12574,1731.0,2019-05-01,east
12575,1542.0,2019-05-01,west
12600,1575.0,2019-05-02,north
12601,1548.0,2019-05-02,south
12602,1797.0,2019-05-02,east
12603,1521.0,2019-05-02,west
12628,1560.0,2019-05-03,north
12629,1521.0,2019-05-03,south
12630,1605.0,2019-05-03,east
12631,1740.0,2019-05-03,west
12656,1617.0,2019-05-04,north
12657,1743.0,2019-05-04,south
12658,1629.0,2019-05-04,east
12659,1749.0,2019-05-04,west
12684,1512.0,2019-05-05,north
12685,1746.0,2019-05-05,south
12686,1530.0,2019-05-05,east
12687,1611.0,2019-05-05,west
12712,1569.0,2019-05-06,north
12713,1689.0,2019-05-06,south
12714,1557.0,2019-05-06,east
12715,1560.0,2019-05-06,west
12740,1650.0,2019-05-07,north
12741,1695.0,2019-05-07,south
12742,1620.0,2019-05-07,east
12743,1644.0,2019-05-07,west
12768,1800.0,2019-05-08,north
12769,1515.0,2019-05-08,south
12770,1785.0,2019-05-08,east
12771,1650.0,2019-05-08,west
12796,1797.0,2019-05-09,north
12797,1641.0,2019-05-09,south
12798,1665.0,2019-05-09,east
12799,1767.0,2019-05-09,west
12824,1500.0,2019-05-10,north
12825,1788.0,2019-05-10,south
12826,1725.0,2019-05-10,east
12827,1557.0,2019-05-10,west
12852,1503.0,2019-05-11,north
12853,1518.0,2019-05-11,south
12854,1650.0,2019-05-11,east
12855,1614.0,2019-05-11,west
12880,1743.0,2019-05-12,north
12881,1524.0,2019-05-12,south
12882,1761.0,2019-05-12,east
12883,1743.0,2019-05-12,west
12908,1563.0,2019-05-13,north
12909,1716.0,2019-05-13,south
12910,1560.0,2019-05-13,east
12911,1614.0,2019-05-13,west
12936,1617.0,2019-05-14,north
12937,1761.0,2019-05-14,south
12938,1635.0,2019-05-14,east
12939,1614.0,2019-05-14,west
12964,1509.0,2019-05-15,north
12965,1650.0,2019-05-15,south
12966,1755.0,2019-05-15,east
12967,1569.0,2019-05-15,west
12992,1605.0,2019-05-16,north
12993,1695.0,2019-05-16,south
12994,1662.0,2019-05-16,east
12995,1605.0,2019-05-16,west
13020,1731.0,2019-05-17,north
13021,1590.0,2019-05-17,south
13022,1620.0,2019-05-17,east
13023,1752.0,2019-05-17,west
13048,1533.0,2019-05-18,north
13049,1737.0,2019-05-18,south
13050,1608.0,2019-05-18,east
13051,1662.0,2019-05-18,west
13076,1797.0,2019-05-19,north
13077,1728.0,2019-05-19,south
13078,1686.0,2019-05-19,east
13079,1650.0,2019-05-19,west
13104,1695.0,2019-05-20,north
13105,1752.0,2019-05-20,south
13106,1785.0,2019-05-20,east
13107,1668.0,2019-05-20,west
13132,1515.0,2019-05-21,north
13133,1683.0,2019-05-21,south
13134,1794.0,2019-05-21,east
13135,1533.0,2019-05-21,west
13160,1599.0,2019-05-22,north
13161,1761.0,2019-05-22,south
13162,1761.0,2019-05-22,east
13163,1722.0,2019-05-22,west
13188,1626.0,2019-05-23,north
13189,1668.0,2019-05-23,south
13190,1641.0,2019-05-23,east
13191,1740.0,2019-05-23,west
13216,1650.0,2019-05-24,north
13217,1623.0,2019-05-24,south
13218,1653.0,2019-05-24,east
13219,1773.0,2019-05-24,west
13244,1788.0,2019-05-25,north
13245,1581.0,2019-05-25,south
13246,1677.0,2019-05-25,east
13247,1569.0,2019-05-25,west
13272,1791.0,2019-05-26,north
13273,1617.0,2019-05-26,south
13274,1638.0,2019-05-26,east
13275,1542.0,2019-05-26,west
13300,1590.0,2019-05-27,north
13301,1704.0,2019-05-27,south
13302,1680.0,2019-05-27,east
13303,1527.0,2019-05-27,west
13328,1635.0,2019-05-28,north
13329,1755.0,2019-05-28,south
13330,1560.0,2019-05-28,east
13331,1533.0,2019-05-28,west
13356,1599.0,2019-05-29,north
13357,1677.0,2019-05-29,south
13358,1581.0,2019-05-29,east
13359,1680.0,2019-05-29,west
13384,1692.0,2019-05-30,north
13385,1644.0,2019-05-30,south
13386,1716.0,2019-05-30,east
13387,1761.0,2019-05-30,west
13412,1716.0,2019-05-31,north
13413,1764.0,2019-05-31,south
13414,1677.0,2019-05-31,east
13415,1605.0,2019-05-31,west
13440,1680.0,2019-06-01,north
13441,1695.0,2019-06-01,south
13442,1548.0,2019-06-01,east
13443,1689.0,2019-06-01,west
13468,1755.0,2019-06-02,north
13469,1707.0,2019-06-02,south
13470,1557.0,2019-06-02,east
13471,1644.0,2019-06-02,west
13496,1719.0,2019-06-03,north
13497,1680.0,2019-06-03,south
13498,1581.0,2019-06-03,east
13499,1749.0,2019-06-03,west
13524,1602.0,2019-06-04,north
13525,1704.0,2019-06-04,south
13526,1602.0,2019-06-04,east
13527,1554.0,2019-06-04,west
13552,1632.0,2019-06-05,north
13553,1560.0,2019-06-05,south
13554,1647.0,2019-06-05,east
13555,1560.0,2019-06-05,west
13580,1662.0,2019-06-06,north
13581,1545.0,2019-06-06,south
13582,1614.0,2019-06-06,east
13583,1746.0,2019-06-06,west
13608,1713.0,2019-06-07,north
13609,1668.0,2019-06-07,south
13610,1503.0,2019-06-07,east
13611,1758.0,2019-06-07,west
13636,1656.0,2019-06-08,north
13637,1560.0,2019-06-08,south
13638,1710.0,2019-06-08,east
13639,1677.0,2019-06-08,west
13664,1782.0,2019-06-09,north
13665,1665.0,2019-06-09,south
13666,1782.0,2019-06-09,east
13667,1797.0,2019-06-09,west
13692,1698.0,2019-06-10,north
13693,1689.0,2019-06-10,south
13694,1623.0,2019-06-10,east
13695,1767.0,2019-06-10,west
,sales,date,region
0,1635.0,2019-06-11,north
1,1563.0,2019-06-11,south
2,1785.0,2019-06-11,east
3,1521.0,2019-06-11,west
28,1728.0,2019-06-12,north
29,1515.0,2019-06-12,south
30,1548.0,2019-06-12,east
31,1677.0,2019-06-12,west
56,1587.0,2019-06-13,north
57,1719.0,2019-06-13,south
58,1587.0,2019-06-13,east
59,1773.0,2019-06-13,west
84,1557.0,2019-06-14,north
85,1680.0,2019-06-14,south
86,1773.0,2019-06-14,east
87,1509.0,2019-06-14,west
112,1602.0,2019-06-15,north
113,1794.0,2019-06-15,south
114,1764.0,2019-06-15,east
115,1785.0,2019-06-15,west
140,1662.0,2019-06-16,north
141,1563.0,2019-06-16,south
142,1671.0,2019-06-16,east
143,1533.0,2019-06-16,west
168,1587.0,2019-06-17,north
169,1512.0,2019-06-17,south
170,1536.0,2019-06-17,east
171,1566.0,2019-06-17,west
196,1767.0,2019-06-18,north
197,1614.0,2019-06-18,south
198,1776.0,2019-06-18,east
199,1728.0,2019-06-18,west
224,1614.0,2019-06-19,north
225,1572.0,2019-06-19,south
226,1614.0,2019-06-19,east
227,1734.0,2019-06-19,west
252,1566.0,2019-06-20,north
253,1632.0,2019-06-20,south
254,1785.0,2019-06-20,east
255,1770.0,2019-06-20,west
280,1725.0,2019-06-21,north
281,1542.0,2019-06-21,south
282,1677.0,2019-06-21,east
283,1533.0,2019-06-21,west
308,1578.0,2019-06-22,north
309,1713.0,2019-06-22,south
310,1776.0,2019-06-22,east
311,1515.0,2019-06-22,west
336,1587.0,2019-06-23,north
337,1770.0,2019-06-23,south
338,1773.0,2019-06-23,east
339,1671.0,2019-06-23,west
364,1704.0,2019-06-24,north
365,1545.0,2019-06-24,south
366,1671.0,2019-06-24,east
367,1800.0,2019-06-24,west
392,1611.0,2019-06-25,north
393,1797.0,2019-06-25,south
394,1623.0,2019-06-25,east
395,1776.0,2019-06-25,west
420,1677.0,2019-06-26,north
421,1800.0,2019-06-26,south
422,1794.0,2019-06-26,east
423,1686.0,2019-06-26,west
448,1671.0,2019-06-27,north
449,1635.0,2019-06-27,south
450,1740.0,2019-06-27,east
451,1671.0,2019-06-27,west
476,1671.0,2019-06-28,north
477,1770.0,2019-06-28,south
478,1773.0,2019-06-28,east
479,1581.0,2019-06-28,west
504,1533.0,2019-06-29,north
505,1650.0,2019-06-29,south
506,1536.0,2019-06-29,east
507,1548.0,2019-06-29,west
532,1785.0,2019-06-30,north
533,1614.0,2019-06-30,south
534,1569.0,2019-06-30,east
535,1800.0,2019-06-30,west
560,1644.0,2019-07-01,north
561,1659.0,2019-07-01,south
562,1659.0,2019-07-01,east
563,1644.0,2019-07-01,west
588,1656.0,2019-07-02,north
589,1566.0,2019-07-02,south
590,1686.0,2019-07-02,east
591,1677.0,2019-07-02,west
616,1770.0,2019-07-03,north
617,1689.0,2019-07-03,south
618,1704.0,2019-07-03,east
619,1800.0,2019-07-03,west
644,1782.0,2019-07-04,north
645,1746.0,2019-07-04,south
646,1527.0,2019-07-04,east
647,1581.0,2019-07-04,west
672,1518.0,2019-07-05,north
673,1554.0,2019-07-05,south
674,1548.0,2019-07-05,east
675,1533.0,2019-07-05,west
700,1791.0,2019-07-06,north
701,1578.0,2019-07-06,south
702,1779.0,2019-07-06,east
703,1704.0,2019-07-06,west
728,1587.0,2019-07-07,north
729,1593.0,2019-07-07,south
730,1644.0,2019-07-07,east
731,1680.0,2019-07-07,west
756,1614.0,2019-07-08,north
757,1704.0,2019-07-08,south
758,1797.0,2019-07-08,east
759,1770.0,2019-07-08,west
784,1605.0,2019-07-09,north
785,1686.0,2019-07-09,south
786,1794.0,2019-07-09,east
787,1713.0,2019-07-09,west
812,1755.0,2019-07-10,north
813,1500.0,2019-07-10,south
814,1632.0,2019-07-10,east
815,1800.0,2019-07-10,west
840,1800.0,2019-07-11,north
841,1650.0,2019-07-11,south
842,1704.0,2019-07-11,east
843,1590.0,2019-07-11,west
868,1779.0,2019-07-12,north
869,1554.0,2019-07-12,south
870,1635.0,2019-07-12,east
871,1608.0,2019-07-12,west
896,1791.0,2019-07-13,north
897,1779.0,2019-07-13,south
898,1527.0,2019-07-13,east
899,1689.0,2019-07-13,west
924,1782.0,2019-07-14,north
925,1662.0,2019-07-14,south
926,1620.0,2019-07-14,east
927,1692.0,2019-07-14,west
952,1551.0,2019-07-15,north
953,1620.0,2019-07-15,south
954,1725.0,2019-07-15,east
955,1602.0,2019-07-15,west
980,1518.0,2019-07-16,north
981,1761.0,2019-07-16,south
982,1539.0,2019-07-16,east
983,1614.0,2019-07-16,west
1008,1548.0,2019-07-17,north
1009,1551.0,2019-07-17,south
1010,1722.0,2019-07-17,east
1011,1662.0,2019-07-17,west
1036,1509.0,2019-07-18,north
1037,1773.0,2019-07-18,south
1038,1767.0,2019-07-18,east
1039,1581.0,2019-07-18,west
1064,1626.0,2019-07-19,north
1065,1734.0,2019-07-19,south
1066,1761.0,2019-07-19,east
1067,1659.0,2019-07-19,west
1092,1638.0,2019-07-20,north
1093,1539.0,2019-07-20,south
1094,1782.0,2019-07-20,east
1095,1728.0,2019-07-20,west
1120,1746.0,2019-07-21,north
1121,1536.0,2019-07-21,south
1122,1719.0,2019-07-21,east
1123,1773.0,2019-07-21,west
1148,1611.0,2019-07-22,north
1149,1665.0,2019-07-22,south
1150,1506.0,2019-07-22,east
1151,1746.0,2019-07-22,west
1176,1770.0,2019-07-23,north
1177,1734.0,2019-07-23,south
1178,1707.0,2019-07-23,east
1179,1620.0,2019-07-23,west
1204,1569.0,2019-07-24,north
1205,1656.0,2019-07-24,south
1206,1617.0,2019-07-24,east
1207,1638.0,2019-07-24,west
1232,1701.0,2019-07-25,north
1233,1713.0,2019-07-25,south
1234,1557.0,2019-07-25,east
1235,1725.0,2019-07-25,west
1260,1605.0,2019-07-26,north
1261,1770.0,2019-07-26,south
1262,1557.0,2019-07-26,east
1263,1755.0,2019-07-26,west
1288,1737.0,2019-07-27,north
1289,1785.0,2019-07-27,south
1290,1545.0,2019-07-27,east
1291,1560.0,2019-07-27,west
1316,1509.0,2019-07-28,north
1317,1761.0,2019-07-28,south
1318,1551.0,2019-07-28,east
1319,1683.0,2019-07-28,west
1344,1644.0,2019-07-29,north
1345,1608.0,2019-07-29,south
1346,1719.0,2019-07-29,east
1347,1794.0,2019-07-29,west
1372,1764.0,2019-07-30,north
1373,1512.0,2019-07-30,south
1374,1701.0,2019-07-30,east
1375,1797.0,2019-07-30,west
1400,1734.0,2019-07-31,north
1401,1791.0,2019-07-31,south
1402,1761.0,2019-07-31,east
1403,1587.0,2019-07-31,west
1428,1596.0,2019-08-01,north
1429,1542.0,2019-08-01,south
1430,1710.0,2019-08-01,east
1431,1701.0,2019-08-01,west
1456,1647.0,2019-08-02,north
1457,1524.0,2019-08-02,south
1458,1782.0,2019-08-02,east
1459,1716.0,2019-08-02,west
1484,1752.0,2019-08-03,north
1485,1686.0,2019-08-03,south
1486,1764.0,2019-08-03,east
1487,1755.0,2019-08-03,west
1512,1578.0,2019-08-04,north
1513,1539.0,2019-08-04,south
1514,1743.0,2019-08-04,east
1515,1596.0,2019-08-04,west
1540,1506.0,2019-08-05,north
1541,1527.0,2019-08-05,south
1542,1626.0,2019-08-05,east
1543,1530.0,2019-08-05,west
1568,1521.0,2019-08-06,north
1569,1713.0,2019-08-06,south
1570,1761.0,2019-08-06,east
1571,1557.0,2019-08-06,west
1596,1584.0,2019-08-07,north
1597,1764.0,2019-08-07,south
1598,1623.0,2019-08-07,east
1599,1776.0,2019-08-07,west
1624,1749.0,2019-08-08,north
1625,1707.0,2019-08-08,south
1626,1629.0,2019-08-08,east
1627,1773.0,2019-08-08,west
1652,1758.0,2019-08-09,north
1653,1671.0,2019-08-09,south
1654,1659.0,2019-08-09,east
1655,1641.0,2019-08-09,west
1680,1596.0,2019-08-10,north
1681,1626.0,2019-08-10,south
1682,1557.0,2019-08-10,east
1683,1695.0,2019-08-10,west
1708,1659.0,2019-08-11,north
1709,1680.0,2019-08-11,south
1710,1683.0,2019-08-11,east
1711,1692.0,2019-08-11,west
1736,1569.0,2019-08-12,north
1737,1740.0,2019-08-12,south
1738,1650.0,2019-08-12,east
1739,1569.0,2019-08-12,west
1764,1701.0,2019-08-13,north
1765,1677.0,2019-08-13,south
1766,1533.0,2019-08-13,east
1767,1587.0,2019-08-13,west
1792,1713.0,2019-08-14,north
1793,1611.0,2019-08-14,south
1794,1524.0,2019-08-14,east
1795,1725.0,2019-08-14,west
1820,1761.0,2019-08-15,north
1821,1569.0,2019-08-15,south
1822,1668.0,2019-08-15,east
1823,1563.0,2019-08-15,west
1848,1734.0,2019-08-16,north
1849,1524.0,2019-08-16,south
1850,1731.0,2019-08-16,east
1851,1665.0,2019-08-16,west
1876,1710.0,2019-08-17,north
1877,1509.0,2019-08-17,south
1878,1539.0,2019-08-17,east
1879,1533.0,2019-08-17,west
1904,1785.0,2019-08-18,north
1905,1665.0,2019-08-18,south
1906,1722.0,2019-08-18,east
1907,1659.0,2019-08-18,west
1932,1791.0,2019-08-19,north
1933,1680.0,2019-08-19,south
1934,1542.0,2019-08-19,east
1935,1701.0,2019-08-19,west
1960,1671.0,2019-08-20,north
1961,1656.0,2019-08-20,south
1962,1536.0,2019-08-20,east
1963,1800.0,2019-08-20,west
1988,1605.0,2019-08-21,north
1989,1671.0,2019-08-21,south
1990,1590.0,2019-08-21,east
1991,1545.0,2019-08-21,west
2016,1500.0,2019-08-22,north
2017,1779.0,2019-08-22,south
2018,1656.0,2019-08-22,east
2019,1731.0,2019-08-22,west
2044,1614.0,2019-08-23,north
2045,1782.0,2019-08-23,south
2046,1629.0,2019-08-23,east
2047,1635.0,2019-08-23,west
2072,1548.0,2019-08-24,north
2073,1776.0,2019-08-24,south
2074,1743.0,2019-08-24,east
2075,1737.0,2019-08-24,west
2100,1644.0,2019-08-25,north
2101,1626.0,2019-08-25,south
2102,1680.0,2019-08-25,east
2103,1524.0,2019-08-25,west
2128,1515.0,2019-08-26,north
2129,1704.0,2019-08-26,south
2130,1653.0,2019-08-26,east
2131,1554.0,2019-08-26,west
2156,1644.0,2019-08-27,north
2157,1674.0,2019-08-27,south
2158,1665.0,2019-08-27,east
2159,1755.0,2019-08-27,west
2184,1566.0,2019-08-28,north
2185,1659.0,2019-08-28,south
2186,1515.0,2019-08-28,east
2187,1779.0,2019-08-28,west
2212,1572.0,2019-08-29,north
2213,1770.0,2019-08-29,south
2214,1632.0,2019-08-29,east
2215,1677.0,2019-08-29,west
2240,1755.0,2019-08-30,north
2241,1527.0,2019-08-30,south
2242,1623.0,2019-08-30,east
2243,1668.0,2019-08-30,west
2268,1683.0,2019-08-31,north
2269,1698.0,2019-08-31,south
2270,1749.0,2019-08-31,east
2271,1632.0,2019-08-31,west
2296,1785.0,2019-09-01,north
2297,1707.0,2019-09-01,south
2298,1518.0,2019-09-01,east
2299,1563.0,2019-09-01,west
2324,1701.0,2019-09-02,north
2325,1605.0,2019-09-02,south
2326,1596.0,2019-09-02,east
2327,1605.0,2019-09-02,west
2352,1716.0,2019-09-03,north
2353,1569.0,2019-09-03,south
2354,1725.0,2019-09-03,east
2355,1542.0,2019-09-03,west
2380,1692.0,2019-09-04,north
2381,1560.0,2019-09-04,south
2382,1515.0,2019-09-04,east
2383,1653.0,2019-09-04,west
2408,1629.0,2019-09-05,north
2409,1668.0,2019-09-05,south
2410,1698.0,2019-09-05,east
2411,1677.0,2019-09-05,west
2436,1503.0,2019-09-06,north
2437,1776.0,2019-09-06,south
2438,1509.0,2019-09-06,east
2439,1665.0,2019-09-06,west
2464,1683.0,2019-09-07,north
2465,1530.0,2019-09-07,south
2466,1782.0,2019-09-07,east
2467,1584.0,2019-09-07,west
2492,1743.0,2019-09-08,north
2493,1551.0,2019-09-08,south
2494,1620.0,2019-09-08,east
2495,1791.0,2019-09-08,west
2520,1674.0,2019-09-09,north
2521,1797.0,2019-09-09,south
2522,1773.0,2019-09-09,east
2523,1596.0,2019-09-09,west
2548,1617.0,2019-09-10,north
2549,1764.0,2019-09-10,south
2550,1632.0,2019-09-10,east
2551,1506.0,2019-09-10,west
2576,1533.0,2019-09-11,north
2577,1677.0,2019-09-11,south
2578,1746.0,2019-09-11,east
2579,1668.0,2019-09-11,west
2604,1797.0,2019-09-12,north
2605,1545.0,2019-09-12,south
2606,1701.0,2019-09-12,east
2607,1578.0,2019-09-12,west
2632,1626.0,2019-09-13,north
2633,1512.0,2019-09-13,south
2634,1788.0,2019-09-13,east
2635,1671.0,2019-09-13,west
2660,1728.0,2019-09-14,north
2661,1653.0,2019-09-14,south
2662,1644.0,2019-09-14,east
2663,1734.0,2019-09-14,west
2688,1746.0,2019-09-15,north
2689,1524.0,2019-09-15,south
2690,1611.0,2019-09-15,east
2691,1626.0,2019-09-15,west
2716,1668.0,2019-09-16,north
2717,1734.0,2019-09-16,south
2718,1797.0,2019-09-16,east
2719,1725.0,2019-09-16,west
2744,1656.0,2019-09-17,north
2745,1530.0,2019-09-17,south
2746,1695.0,2019-09-17,east
2747,1656.0,2019-09-17,west
2772,1797.0,2019-09-18,north
2773,1515.0,2019-09-18,south
2774,1638.0,2019-09-18,east
2775,1797.0,2019-09-18,west
2800,1800.0,2019-09-19,north
2801,1560.0,2019-09-19,south
2802,1506.0,2019-09-19,east
2803,1581.0,2019-09-19,west
2828,1515.0,2019-09-20,north
2829,1527.0,2019-09-20,south
2830,1758.0,2019-09-20,east
2831,1638.0,2019-09-20,west
2856,1605.0,2019-09-21,north
2857,1716.0,2019-09-21,south
2858,1569.0,2019-09-21,east
2859,1674.0,2019-09-21,west
2884,1632.0,2019-09-22,north
2885,1734.0,2019-09-22,south
2886,1530.0,2019-09-22,east
2887,1689.0,2019-09-22,west
2912,1641.0,2019-09-23,north
2913,1779.0,2019-09-23,south
2914,1659.0,2019-09-23,east
2915,1797.0,2019-09-23,west
2940,1767.0,2019-09-24,north
2941,1755.0,2019-09-24,south
2942,1602.0,2019-09-24,east
2943,1524.0,2019-09-24,west
2968,1794.0,2019-09-25,north
2969,1626.0,2019-09-25,south
2970,1617.0,2019-09-25,east
2971,1773.0,2019-09-25,west
2996,1719.0,2019-09-26,north
2997,1509.0,2019-09-26,south
2998,1686.0,2019-09-26,east
2999,1668.0,2019-09-26,west
3024,1731.0,2019-09-27,north
3025,1590.0,2019-09-27,south
3026,1728.0,2019-09-27,east
3027,1722.0,2019-09-27,west
3052,1548.0,2019-09-28,north
3053,1599.0,2019-09-28,south
3054,1605.0,2019-09-28,east
3055,1671.0,2019-09-28,west
3080,1512.0,2019-09-29,north
3081,1650.0,2019-09-29,south
3082,1614.0,2019-09-29,east
3083,1674.0,2019-09-29,west
3108,1638.0,2019-09-30,north
3109,1731.0,2019-09-30,south
3110,1716.0,2019-09-30,east
3111,1566.0,2019-09-30,west
3136,1707.0,2019-10-01,north
3137,1554.0,2019-10-01,south
3138,1632.0,2019-10-01,east
3139,1584.0,2019-10-01,west
3164,1653.0,2019-10-02,north
3165,1770.0,2019-10-02,south
3166,1758.0,2019-10-02,east
3167,1569.0,2019-10-02,west
3192,1797.0,2019-10-03,north
3193,1551.0,2019-10-03,south
3194,1677.0,2019-10-03,east
3195,1599.0,2019-10-03,west
3220,1512.0,2019-10-04,north
3221,1635.0,2019-10-04,south
3222,1749.0,2019-10-04,east
3223,1689.0,2019-10-04,west
3248,1614.0,2019-10-05,north
3249,1527.0,2019-10-05,south
3250,1521.0,2019-10-05,east
3251,1725.0,2019-10-05,west
3276,1587.0,2019-10-06,north
3277,1701.0,2019-10-06,south
3278,1566.0,2019-10-06,east
3279,1752.0,2019-10-06,west
3304,1668.0,2019-10-07,north
3305,1686.0,2019-10-07,south
3306,1611.0,2019-10-07,east
3307,1569.0,2019-10-07,west
3332,1599.0,2019-10-08,north
3333,1539.0,2019-10-08,south
3334,1611.0,2019-10-08,east
3335,1605.0,2019-10-08,west
3360,1680.0,2019-10-09,north
3361,1704.0,2019-10-09,south
3362,1689.0,2019-10-09,east
3363,1644.0,2019-10-09,west
3388,1701.0,2019-10-10,north
3389,1560.0,2019-10-10,south
3390,1791.0,2019-10-10,east
3391,1698.0,2019-10-10,west
3416,1539.0,2019-10-11,north
3417,1542.0,2019-10-11,south
3418,1704.0,2019-10-11,east
3419,1728.0,2019-10-11,west
3444,1590.0,2019-10-12,north
3445,1743.0,2019-10-12,south
3446,1569.0,2019-10-12,east
3447,1722.0,2019-10-12,west
3472,1545.0,2019-10-13,north
3473,1533.0,2019-10-13,south
3474,1674.0,2019-10-13,east
3475,1704.0,2019-10-13,west
3500,1524.0,2019-10-14,north
3501,1578.0,2019-10-14,south
3502,1692.0,2019-10-14,east
3503,1635.0,2019-10-14,west
3528,1782.0,2019-10-15,north
3529,1587.0,2019-10-15,south
3530,1638.0,2019-10-15,east
3531,1752.0,2019-10-15,west
3556,1542.0,2019-10-16,north
3557,1608.0,2019-10-16,south
3558,1683.0,2019-10-16,east
3559,1596.0,2019-10-16,west
3584,1527.0,2019-10-17,north
3585,1737.0,2019-10-17,south
3586,1671.0,2019-10-17,east
3587,1662.0,2019-10-17,west
3612,1518.0,2019-10-18,north
3613,1746.0,2019-10-18,south
3614,1590.0,2019-10-18,east
3615,1710.0,2019-10-18,west
3640,1647.0,2019-10-19,north
3641,1737.0,2019-10-19,south
3642,1761.0,2019-10-19,east
3643,1587.0,2019-10-19,west
3668,1701.0,2019-10-20,north
